product_name,product_price,Rate,Review,Summary,Sentiment
Preethi WG-905 Wet Grinder?(Purple),5149,3,decent product,this is gret,neutral
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,worth every penny,excellent the product thank you flipkart,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,worth every penny,nice product thanks to flipkart speedy delivery,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,just wow!,excellent,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,awesome,grinder is nice not coming sound,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,best in the market!,good,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,super!,good,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,4,good choice,good products,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,1,absolute rubbish!,waste of money bad quality,negative
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,4,delightful,reached very safely very fast grinding little more noisy,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,4,pretty good,met the purpose,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,4,pretty good,its good,positive
Sowbaghya SAWG01P Wet Grinder?(Pink),4084,5,fabulous!,very nice product,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,good choice,good product but a bit expensivethe problem is we r not getting the performance 4 d pricethere is no improvement in grinding speeds like they propogate and it takes exactly the same time that of my old grinder even though its using a new grinding techniquebut i have to say its very compact and cute,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,mind-blowing purchase,smart wet grinder crushes rice very soon when compared to others easy to use counter clockwise rotation is awesome grinds very small n tiny floor prepared very soft and soon worth for the money,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,very good,overall ok but low speed motor,negative
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,brilliant,awesome,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,just wow!,awesome,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,very good,ok product sound was little bit noisy,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,worth the money,product is good but delivery guys asking money since they are 3rd party service in the name of tipthis is not first time that is why mentioning here,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,1,worthless,dont buy over heat,negative
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,2,moderate,while running grinder will stop and heat more high,negative
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,2,bad quality,the batter gets heated cant use for long time not convenient as well i fell for the modern looks please be safe and dont order this scrap,negative
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,really nice,good,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,4,value-for-money,nice,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,fabulous!,good product worthy,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,perfect product!,super,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,excellent,good,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,classy product,nice product thanks you flipkart,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,wonderful,good product value for money,positive
Preethi Iconic WG-908 Wet Grinder?(Pink),9799,5,brilliant,good,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,good grinder,this is a nice product worthy of the price does not make the usual grinder noise only suitable for a very small family but since ours is a big family we have to use it to grind batter daily so if your family has more than 4 members please go for a bigger size,positive
Lakshmi ez Wet Grinder?(Maroon),3746,4,nice product,good,positive
Lakshmi ez Wet Grinder?(Maroon),3746,4,pretty good,its a good producteasy to use,positive
Lakshmi ez Wet Grinder?(Maroon),3746,4,good quality product,very good,positive
Lakshmi ez Wet Grinder?(Maroon),3746,1,absolute rubbish!,its damaged,negative
Lakshmi ez Wet Grinder?(Maroon),3746,5,super!,its good not bad its worth,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,perfect product!,good working value for money,positive
Lakshmi ez Wet Grinder?(Maroon),3746,1,hated it!,bad quality,negative
Lakshmi ez Wet Grinder?(Maroon),3746,1,waste of money!,unsatisfactory product out of 2 stones 1 stone was working and other was getting stuck in the middle gets heated within 10 minutes of working on dialing to customer care agent call gets diverted to some other locationa complete defective product waste of spending money on the product if its not working as expected,negative
Lakshmi ez Wet Grinder?(Maroon),3746,5,brilliant,really good and nice product thanks to flipkart,positive
Lakshmi ez Wet Grinder?(Maroon),3746,2,not good,not good over heat combatant,negative
Lakshmi ez Wet Grinder?(Maroon),3746,5,just wow!,super,positive
Lakshmi ez Wet Grinder?(Maroon),3746,3,does the job,nice,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,must buy!,smart n light weight,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,highly recommended,good product for this rate scale amazing delivery thank you team flipkart,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,terrific purchase,excellent product timely delivery recommended for prospective customers,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,awesome,super,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,awesome,very nice,positive
Lakshmi ez Wet Grinder?(Maroon),3746,1,worthless,not good product packingscrew bush mssing,negative
Lakshmi ez Wet Grinder?(Maroon),3746,2,slightly disappointed,very bad qualityim very disappointed,negative
Lakshmi ez Wet Grinder?(Maroon),3746,3,does the job,good,positive
Lakshmi ez Wet Grinder?(Maroon),3746,4,good choice,very good product,positive
Lakshmi ez Wet Grinder?(Maroon),3746,4,good choice,best product,positive
Lakshmi ez Wet Grinder?(Maroon),3746,1,unsatisfactory,while running smoke and over heat noticedvery much disappoiment about this product,neutral
Lakshmi ez Wet Grinder?(Maroon),3746,4,wonderful,good,positive
Lakshmi ez Wet Grinder?Maroon),3746,3,good,moter getting heat so quickly average performance only,neutral
Lakshmi ez Wet Grinder?(Maroon),3746,3,just okay,good,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,fabulous!,good product and good quality,positive
Lakshmi ez Wet Grinder?(Maroon),3746,5,fabulous!,good product,positive
Lakshmi ez Wet Grinder?(Maroon),3746,2,expected a better product,when we start the grinder its body became heat to early,negative
Lakshmi ez Wet Grinder?(Maroon),3746,3,decent product,good,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,delightful,i would like to appreciate the way this product delivered to meit was packed completely secured without having impact to the itemfor this price this wet grider is pretty decent and its been more than a couple of weeks im using it is working as expected,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,terrific purchase,nice product with excellent quality i like the safety packingand very fast delivery infact i received my product 5days earliermust buy dont hesitate,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,just wow!,appreciate flipkart very fast delivery and the product is awesome thank you flip kart,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,wonderful,nice product worth it for our money i got this product at 3599rs there is not coconut scrapperin my opinion it is a better home product with easy maintenance,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,mind-blowing purchase,wow semma offer super grainder i purchase 2849 thank you butterfly rhino thank you flipkart,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,3,good,it is suitable for small family like 2 memberand its quality is averagethe motor gets little bit hot after usageotherwise the product is worth for its priceand happy with packing and product delivery and all,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,classy product,good service with timely delivery and packing is also good delivery boy manner is also good,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,nice,good product easy to clean and portable,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,grind to your hearts content,great productgot the item in good safe packing and in good conditionworth the price and found it cheapest on flipkart online sale,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,worth every penny,i buy this product with my reward coins so iamvery happy and appreciate to flipkart today i buy this product so my review after using thanks,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,value-for-money,very good as expected the packing was great i was worried a bit while placing the order but flipkart has done a great job the quality of the grinder is fine the motor runs normally no over heat or sound great going so far over all very good experience great money saver compared to the local shops,positive
Butterfly Rhino 2 Ltr Wet Grinder?Cherry Red),4396,4,pretty good,quick delivery thanks for filpkart i like to give this rhino grinder to my friend for gift while compare to other online sale website product is good and very low price thank u filpkart,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,awesome,it is a good product it does its job very well happy with 5years warranty worth for money,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,best in the market!,filpcart is given me good opportunity to buy everything in filpcart letar thanks im happy for good service thank u,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,worth every penny,totally in love with itsimple and easy i gifted to my grandma and she loved itnot only dat many of the neighbours purchased itby seeing grinder in my grandmas home my neighbours almost 5 grinders ordered again in flipkartthank u so much gud delivery and good quality,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,1,waste of money!,honest review low quality of outer partsover heating on bottom of grinder so plastic smell like burningi think this grimder will be done on local place packed with brand of butterflycheating from flipkart,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,wonderful,super quality,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,pretty good,its okay,neutral
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,good choice,packing is good and performance is also nice as expected,positive
Butterfly Rhino 2 Ltr Wet Grinder?Cherry Red),4396,3,just okay,very high heating problem but for this price its ok,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,delightful,no doubt the product is working very fine but the delivery man was very rude and poorly handled my product my carton box was damaged and fortunately product was safe but this defines the bad delivery handling system of flipkart,negative
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,good choice,good product took 20 mins for smooth idly batterno heating problems no burning smell,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,1,terrible product,very poor quality productthe plastic washer which holds the grinding stone broke on first use havent been able to use the product ever since,negative
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,pretty good,all are perfect,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,5,simply awesome,excellent product for cheaper price very much worthy,positive
Butterfly Rhino 2 Ltr Wet Grinder?(Cherry Red),4396,4,pretty good,works well but a lot of cleaning work afterwards,positive
KENT Aura Portable Room Air PurifierPink,6999,4,wonderful,using it for last 3 days and i must say that its an excellent product it has timer speed control option with auto mode child lock ionizer it also has air quality led indicator and filter replacement indicator it comes with three filter used together primary filter is glued with charcoal filter so people may think there are only two plus points 1 cleans air fast helpful for people with breathing problems2good air quality sensor its so sensitive that it goes red if you use de,positive
KENT Aura Portable Room Air PurifierPink,6999,5,kent aura is a really good product,i am using kent aura for past 6 months my son has asthma and this product has really helped him it is quite silent and very efficient,positive
KENT Aura Portable Room Air PurifierPink,6999,5,simply awesome,nice and very helpful product for asthmatic patients and for childrens air quality of the product is very good but you have to grow more plants in earth because we are the main source of the oxygen please grow more trees or plants,positive
KENT Aura Portable Room Air PurifierPink,6999,5,best air purifier,i am using it since 1 year and it is working soundless and very effective,positive
KENT Aura Portable Room Air PurifierPink,6999,5,suitable for polluted delhi,i bought this due to extremely high pollution in delhi after using it for over a month now i am satisfied with it closing my doors and windows around 6pm turn it on and let it run till 10pm switch it off and go to sleep its that simple,positive
KENT Aura Portable Room Air PurifierPink,6999,5,terrific,nice,positive
KENT Aura Portable Room Air PurifierPink,6999,5,wonderful,got the product in one days time in perfect conditionthe air purifier works well as described no complaints and with a price paid of 7699 its a steal,negative
KENT Aura Portable Room Air PurifierPink,6999,5,simply awesome,this the owsome and i am purchased only 4000 billions day offer so cheap market price is 15000,positive
